fADATime,fADCTime,fADADecision,fADCDecision,fV0ATime,fV0CTime,fV0ADecision,fV0CDecision,Multiplicity V0,Multiplicity AD,Time V0,Time AD
56.16954,65.28144,1,1,7.958117,2.5693936,1,1,582.2831778526306,9220.63606262207,5.451088396832347,56.65926265716553
56.70983,64.6582,1,1,9.464577,2.0988734,1,1,538.2991895675659,8378.699600219727,5.648022255860269,56.66479277610779
0.0,0.0,0,0,0.0,0.0,0,0,0.024207804352045,8.759597525000572,0.0,0.0
56.467983,65.19167,1,1,8.966401,2.4559982,1,1,574.7782511711121,7714.195861816406,5.639401273045223,56.71792721748352
56.65848,65.063576,1,1,9.338091,2.3273618,1,1,558.8626115322113,8186.592178344727,5.496034249663353,46.23654627799988
56.182644,0.0,1,0,11.698993,0.0,1,0,1.5583757301792502,51.73856270313263,2.804483935236931,28.11544513702393
56.50879,65.46075,1,1,9.30924,2.8092637,1,1,513.9163753986359,7627.829177856445,5.840242804959416,60.98384690284729
56.362717,64.83777,1,1,10.873535,2.6884499,1,1,232.752009510994,3891.9898681640634,6.271297892555594,50.05192446708679
0.0,0.0,0,0,0.0,0.0,0,0,0.085907656699419,8.663789629936218,0.0,0.0
56.340694,65.16218,1,1,9.099366,2.7521558,1,1,368.616682767868,6341.727447509766,5.7975091971457005,60.72367882728577
0.0,0.0,0,0,-10.112357,4.1613393,2,1,4.28272336628288,0.6964134275913239,-2.882449647411704,0.0
56.312344,64.96403,1,1,10.412532,2.5592206,1,1,320.7739545106888,5491.123245239258,6.085318546742201,56.58975005149841
57.11454,65.68884,1,1,12.197181,4.088537,1,1,57.6204047203064,1016.8957099914552,7.955539684742689,61.385634660720825
0.0,0.0,0,0,-18.64543,0.0,3,0,0.1298880828544497,0.6964134275913239,-0.2913348376750945,0.0
56.144478,64.91388,1,1,10.742244,2.596828,1,1,278.576149225235,4294.474349975586,6.2908400520682335,60.529709577560425
56.363823,64.84632,1,1,9.24633,2.1508272,1,1,497.6861474514008,7685.039337158203,5.518937576562166,53.51472425460816
56.114326,64.81763,1,1,11.070547,3.0593092,1,1,83.35533148050308,1459.5457706451416,6.805146269500256,60.46939897537232
56.621,64.67652,1,1,9.45747,1.9540133,1,1,550.2766642570496,9039.886276245115,5.53252906864509,42.417142152786255
0.0,0.0,0,0,0.0,0.0,0,0,0.020036032423377,0.7415388822555542,0.0,0.0
56.897255,65.01696,1,1,10.080422,2.271325,1,1,513.097941160202,8549.831665039062,5.836231732740998,60.960914850234985
